,income_prob,accum_prob,inc_h,acc_h,inc_h_rank,acc_h_rank,recommendation,review_flag,RiskPropensity,Income_ProductID,Accum_ProductID,Assigned_ProductID,Product_Name
51,0.31752732,0.9868607,0.9016722181944259,0.10095116787541952,0.5493,0.0278,ACCUMULATION,False,0.4115802809148125,5,4,4,Balanced High Dividend Mutual Fund
52,0.31752732,0.9805196,0.9016722181944259,0.13851315847389872,0.5493,0.2232,ACCUMULATION,False,0.363004197450133,6,2,2,Income Conservative Unit-Linked (Life Insurance)
53,0.31752732,0.9795598,0.9016722181944259,0.1439051731893935,0.5493,0.2582,ACCUMULATION,False,0.4118778875875099,5,4,4,Balanced High Dividend Mutual Fund
54,0.75088996,0.672752,0.8098645265870003,0.9120899003698082,0.0753,0.9178,INCOME,False,0.4736894609420643,8,4,8,Balanced Flexible Allocation Unit-Linkled (Life Insurance)
55,0.75088996,0.2652737,0.8098645265870003,0.8346006226108784,0.0753,0.8167,INCOME,False,0.3753541410200767,6,4,6,Defensive Flexible Allocation Unit-Linked (Life Insurance)
56,0.32076037,0.19309644,0.9052064152724733,0.707904226065942,0.9143,0.4169,NO_ACTION,False,0.3561391181880371,6,2,NO_ACTION,No Immediate Need
57,0.75088996,0.6546722,0.8098645265870003,0.929826019939727,0.0753,0.9299,INCOME,False,0.2255886101480402,9,2,9,Cautious Allocation Segregated Account
58,0.74935746,0.22765298,0.8122949357812944,0.7738974333290582,0.1657,0.6268,INCOME,False,0.5609297398906806,1,4,1,Balanced Mutual Fund
59,0.31752732,0.5936668,0.9016722181944259,0.9745349381038575,0.5493,0.9614,ACCUMULATION,False,0.4145350493379707,5,4,4,Balanced High Dividend Mutual Fund
60,0.31752732,0.16336574,0.9016722181944259,0.6423010060628459,0.5493,0.349,NO_ACTION,False,0.4628139149344809,8,4,NO_ACTION,No Immediate Need
61,0.32076037,0.20772025,0.9052064152724733,0.7371024226731425,0.9143,0.4897,NO_ACTION,False,0.1124402192313402,9,3,NO_ACTION,No Immediate Need
62,0.31752732,0.9851559,0.9016722181944259,0.11141845550849847,0.5493,0.1011,ACCUMULATION,False,0.2585855152882969,9,2,2,Income Conservative Unit-Linked (Life Insurance)
63,0.31752732,0.98134226,0.9016722181944259,0.13383635328649157,0.5493,0.2101,ACCUMULATION,False,0.5220320482658535,1,4,4,Balanced High Dividend Mutual Fund
64,0.31752732,0.21874066,0.9016722181944259,0.7578613036870467,0.5493,0.573,NO_ACTION,False,0.2846111566138327,9,2,NO_ACTION,No Immediate Need
65,0.31752732,0.9844826,0.9016722181944259,0.11547145729392663,0.5493,0.1216,ACCUMULATION,False,0.1903272439739895,9,10,10,Fixed Income Segregated Account
66,0.74935746,0.63747185,0.8122949357812944,0.9447617489654103,0.1657,0.9382,INCOME,False,0.631027795473799,1,4,1,Balanced Mutual Fund
67,0.32076037,0.17156644,0.9052064152724733,0.6612756202073504,0.9143,0.36,NO_ACTION,False,0.3808988750087928,6,4,NO_ACTION,No Immediate Need
68,0.31752732,0.16053933,0.9016722181944259,0.6355982411660019,0.5493,0.3455,NO_ACTION,False,0.4402150903631699,5,4,NO_ACTION,No Immediate Need
69,0.31752732,0.26555678,0.9016722181944259,0.8350163939404054,0.5493,0.8186,NO_ACTION,False,0.2863927421264302,9,2,NO_ACTION,No Immediate Need
70,0.75088996,0.9851559,0.8098645265870003,0.11141845550849847,0.0753,0.1011,ACCUMULATION,False,0.4323685433688692,5,4,4,Balanced High Dividend Mutual Fund
71,0.31752732,0.18240018,0.9016722181944259,0.6852996910126439,0.5493,0.3794,NO_ACTION,False,0.7086632943262556,7,4,NO_ACTION,No Immediate Need
72,0.31752732,0.9795598,0.9016722181944259,0.1439051731893935,0.5493,0.2582,ACCUMULATION,False,0.2169459706874242,9,2,2,Income Conservative Unit-Linked (Life Insurance)
73,0.75088996,0.6403815,0.8098645265870003,0.9423660473936184,0.0753,0.9356,INCOME,False,0.3832969784446141,6,4,6,Defensive Flexible Allocation Unit-Linked (Life Insurance)
74,0.31752732,0.98134226,0.9016722181944259,0.13383635328649157,0.5493,0.2101,ACCUMULATION,False,0.182503831776735,9,10,10,Fixed Income Segregated Account
75,0.31752732,0.26555678,0.9016722181944259,0.8350163939404054,0.5493,0.8186,NO_ACTION,False,0.4136397244379892,5,4,NO_ACTION,No Immediate Need
76,0.74935746,0.21643001,0.8122949357812944,0.7535950183958994,0.1657,0.5591,INCOME,False,0.4623869304497739,8,4,8,Balanced Flexible Allocation Unit-Linkled (Life Insurance)
77,0.31752732,0.24256463,0.9016722181944259,0.7992792263603201,0.5493,0.7242,NO_ACTION,False,0.5485572163116864,1,4,NO_ACTION,No Immediate Need
78,0.31752732,0.22546785,0.9016722181944259,0.7700266878386881,0.5493,0.6085,NO_ACTION,False,0.7187655600114643,7,4,NO_ACTION,No Immediate Need
79,0.31752732,0.23948069,0.9016722181944259,0.7941756165797262,0.5493,0.7061,NO_ACTION,False,0.3127928964499559,9,2,NO_ACTION,No Immediate Need
80,0.32076037,0.9868607,0.9052064152724733,0.10095116787541952,0.9143,0.0278,ACCUMULATION,False,0.5141210897052743,8,4,4,Balanced High Dividend Mutual Fund
81,0.31752732,0.97916645,0.9016722181944259,0.14609546407586366,0.5493,0.2776,ACCUMULATION,False,0.5605555611887897,1,4,4,Balanced High Dividend Mutual Fund
82,0.31752732,0.9724855,0.9016722181944259,0.1817698739351298,0.5493,0.3202,ACCUMULATION,False,0.5438842756099607,1,4,4,Balanced High Dividend Mutual Fund
83,0.32076037,0.97139955,0.9052064152724733,0.18732390245462627,0.9143,0.3229,ACCUMULATION,False,0.5367260720966845,1,4,4,Balanced High Dividend Mutual Fund
84,0.31752732,0.20033729,0.9016722181944259,0.722602163730224,0.5493,0.446,NO_ACTION,False,0.5277653245200298,1,4,NO_ACTION,No Immediate Need
85,0.32076037,0.32393995,0.9052064152724733,0.9086146573360898,0.9143,0.9138,NO_ACTION,False,0.2234283609082046,9,2,NO_ACTION,No Immediate Need
86,0.31752732,0.2760849,0.9016722181944259,0.8500612093780453,0.5493,0.844,NO_ACTION,False,0.2219086065575763,9,2,NO_ACTION,No Immediate Need
87,0.31752732,0.23486304,0.9016722181944259,0.7863928241684348,0.5493,0.6854,NO_ACTION,False,0.2337076620051156,9,2,NO_ACTION,No Immediate Need
88,0.31752732,0.9795598,0.9016722181944259,0.1439051731893935,0.5493,0.2582,ACCUMULATION,False,0.5248379105828406,1,4,4,Balanced High Dividend Mutual Fund
89,0.74935746,0.31744516,0.8122949357812944,0.9015814945513663,0.1657,0.9043,INCOME,False,0.2196502377775796,9,2,9,Cautious Allocation Segregated Account
90,0.32076037,0.98525226,0.9052064152724733,0.1108346628046419,0.9143,0.0758,ACCUMULATION,False,0.4709583971524435,8,4,4,Balanced High Dividend Mutual Fund
91,0.31752732,0.20892613,0.9016722181944259,0.7394250493281915,0.5493,0.4948,NO_ACTION,False,0.1536056597721465,9,10,NO_ACTION,No Immediate Need
92,0.31752732,0.23486304,0.9016722181944259,0.7863928241684348,0.5493,0.6854,NO_ACTION,False,0.4864370152239693,8,4,NO_ACTION,No Immediate Need
93,0.35044962,0.5633496,0.934468964786714,0.9883892509584451,0.9886,0.9732,ACCUMULATION,False,0.2552574859944415,9,2,2,Income Conservative Unit-Linked (Life Insurance)
94,0.31752732,0.9851559,0.9016722181944259,0.11141845550849847,0.5493,0.1011,ACCUMULATION,False,0.3947164105145536,5,4,4,Balanced High Dividend Mutual Fund
95,0.31752732,0.9868607,0.9016722181944259,0.10095116787541952,0.5493,0.0278,ACCUMULATION,False,0.1479114044340564,9,10,10,Fixed Income Segregated Account
96,0.31752732,0.3992684,0.9016722181944259,0.9705210202092498,0.5493,0.9566,NO_ACTION,False,0.2255447756044925,9,2,NO_ACTION,No Immediate Need
97,0.31752732,0.9851559,0.9016722181944259,0.11141845550849847,0.5493,0.1011,ACCUMULATION,False,0.3647811800322355,6,2,2,Income Conservative Unit-Linked (Life Insurance)
98,0.31752732,0.26810014,0.9016722181944259,0.8387252307268895,0.5493,0.8306,NO_ACTION,False,0.3929712191532266,5,4,NO_ACTION,No Immediate Need
99,0.31752732,0.9868607,0.9016722181944259,0.10095116787541952,0.5493,0.0278,ACCUMULATION,False,0.4651593791553508,8,4,4,Balanced High Dividend Mutual Fund
100,0.31752732,0.9868607,0.9016722181944259,0.10095116787541952,0.5493,0.0278,ACCUMULATION,False,0.1405337494187566,9,10,10,Fixed Income Segregated Account
101,0.31752732,0.26555678,0.9016722181944259,0.8350163939404054,0.5493,0.8186,NO_ACTION,False,0.2238127915546909,9,2,NO_ACTION,No Immediate Need
102,0.31752732,0.20959474,0.9016722181944259,0.7407073886584468,0.5493,0.5075,NO_ACTION,False,0.2095653625131565,9,10,NO_ACTION,No Immediate Need
103,0.60753626,0.24433048,0.9663710974877647,0.8021678555550464,0.9908,0.7348,ADVISOR_REVIEW,True,0.6914786964850628,7,4,HUMAN_ADVISOR,Flagged for Human Advisor
104,0.31752732,0.25422984,0.9016722181944259,0.8179136920064756,0.5493,0.7741,NO_ACTION,False,0.3974241087986945,5,4,NO_ACTION,No Immediate Need
105,0.31752732,0.28969923,0.9016722181944259,0.8683324004756627,0.5493,0.87,NO_ACTION,False,0.3725370236034913,6,4,NO_ACTION,No Immediate Need
106,0.31752732,0.30082408,0.9016722181944259,0.8822959119248976,0.5493,0.8875,NO_ACTION,False,0.30696101950316,9,2,NO_ACTION,No Immediate Need
107,0.31752732,0.9868607,0.9016722181944259,0.10095116787541952,0.5493,0.0278,ACCUMULATION,False,0.6462393807394278,1,4,4,Balanced High Dividend Mutual Fund
108,0.31752732,0.21206497,0.9016722181944259,0.7454113515374967,0.5493,0.5309,NO_ACTION,False,0.2552229749091012,9,2,NO_ACTION,No Immediate Need
109,0.7471749,0.22205794,0.8157251443348209,0.7639074749923453,0.1864,0.5958,INCOME,False,0.3662910633680123,6,2,6,Defensive Flexible Allocation Unit-Linked (Life Insurance)
110,0.75088996,0.21470597,0.8098645265870003,0.7503822645222875,0.0753,0.5515,INCOME,False,0.3497300376012472,6,2,6,Defensive Flexible Allocation Unit-Linked (Life Insurance)
111,0.31752732,0.25135255,0.9016722181944259,0.8134148337080354,0.5493,0.754,NO_ACTION,False,0.3889275329988416,5,4,NO_ACTION,No Immediate Need
112,0.31752732,0.24130385,0.9016722181944259,0.7972018152232185,0.5493,0.719,NO_ACTION,False,0.2333448440521948,9,2,NO_ACTION,No Immediate Need
113,0.32076037,0.20992894,0.9052064152724733,0.7413468983897957,0.9143,0.5139,NO_ACTION,False,0.4510593858804087,8,4,NO_ACTION,No Immediate Need
114,0.31752732,0.26677188,0.9016722181944259,0.8367942568205581,0.5493,0.8273,NO_ACTION,False,0.4977547040640798,8,4,NO_ACTION,No Immediate Need
115,0.31752732,0.97227883,0.9016722181944259,0.18283160794469788,0.5493,0.3211,ACCUMULATION,False,0.1995508988595778,9,10,10,Fixed Income Segregated Account
116,0.31752732,0.23221503,0.9016722181944259,0.7818526623359856,0.5493,0.6536,NO_ACTION,False,0.3358238254953808,6,2,NO_ACTION,No Immediate Need
117,0.31752732,0.9868607,0.9016722181944259,0.10095116787541952,0.5493,0.0278,ACCUMULATION,False,0.5054959976150443,8,4,4,Balanced High Dividend Mutual Fund
118,0.31752732,0.24640799,0.9016722181944259,0.8055351180564236,0.5493,0.741,NO_ACTION,False,0.3118076888373047,9,2,NO_ACTION,No Immediate Need
119,0.31752732,0.9851559,0.9016722181944259,0.11141845550849847,0.5493,0.1011,ACCUMULATION,False,0.2686073560311925,9,2,2,Income Conservative Unit-Linked (Life Insurance)
120,0.31752732,0.20073743,0.9016722181944259,0.7234005087292275,0.5493,0.4505,NO_ACTION,False,0.4525009127977613,8,4,NO_ACTION,No Immediate Need
121,0.31752732,0.9829213,0.9016722181944259,0.1247080159402984,0.5493,0.1696,ACCUMULATION,False,0.3142443617652464,9,2,2,Income Conservative Unit-Linked (Life Insurance)
122,0.75088996,0.98508656,0.8098645265870003,0.1118377716390635,0.0753,0.1144,ACCUMULATION,False,0.07185094467177028,9,3,3,Fixed Income Mutual Fund
123,0.31752732,0.9769298,0.9016722181944259,0.15834816381974065,0.5493,0.301,ACCUMULATION,False,0.3647925461923124,6,2,2,Income Conservative Unit-Linked (Life Insurance)
124,0.31752732,0.23260312,0.9016722181944259,0.7825215948045987,0.5493,0.6623,NO_ACTION,False,0.1484215911923864,9,10,NO_ACTION,No Immediate Need
125,0.31752732,0.21141201,0.9016722181944259,0.7441730952745853,0.5493,0.5288,NO_ACTION,False,0.1509589647306742,9,10,NO_ACTION,No Immediate Need
126,0.32076037,0.98525226,0.9052064152724733,0.1108346628046419,0.9143,0.0758,ACCUMULATION,False,0.1503453001480878,9,10,10,Fixed Income Segregated Account
127,0.33096245,0.39261717,0.9159066818671124,0.9664677454395005,0.9828,0.9544,NO_ACTION,False,0.3266004472263686,6,2,NO_ACTION,No Immediate Need
128,0.75088996,0.5622538,0.8098645265870003,0.9887885050507124,0.0753,0.9744,INCOME,False,0.2709031017609603,9,2,9,Cautious Allocation Segregated Account
129,0.32076037,0.26086944,0.9052064152724733,0.828055542373711,0.9143,0.8048,NO_ACTION,False,0.0904894849884639,9,3,NO_ACTION,No Immediate Need
130,0.32630324,0.23007956,0.9111047439428632,0.7781499712796062,0.9796,0.6425,NO_ACTION,False,0.07537120512654157,9,3,NO_ACTION,No Immediate Need
131,0.31752732,0.5909286,0.9016722181944259,0.9760102897381451,0.5493,0.9628,ACCUMULATION,False,0.4416151855284298,5,4,4,Balanced High Dividend Mutual Fund
132,0.31752732,0.25422984,0.9016722181944259,0.8179136920064756,0.5493,0.7741,NO_ACTION,False,0.3050551922354575,9,2,NO_ACTION,No Immediate Need
133,0.31752732,0.9833423,0.9016722181944259,0.12223890510840452,0.5493,0.151,ACCUMULATION,False,0.249894812071519,9,2,2,Income Conservative Unit-Linked (Life Insurance)
134,0.75088996,0.6637293,0.8098645265870003,0.9212052243019184,0.0753,0.9249,INCOME,False,0.3164052945577496,6,2,6,Defensive Flexible Allocation Unit-Linked (Life Insurance)
135,0.31752732,0.24048747,0.9016722181944259,0.7958499876461494,0.5493,0.7165,NO_ACTION,False,0.4895481948798633,8,4,NO_ACTION,No Immediate Need
136,0.75088996,0.9868607,0.8098645265870003,0.10095116787541952,0.0753,0.0278,ACCUMULATION,False,0.4324784484541226,5,4,4,Balanced High Dividend Mutual Fund
137,0.32076037,0.98134226,0.9052064152724733,0.13383635328649157,0.9143,0.2101,ACCUMULATION,False,0.2806071057190367,9,2,2,Income Conservative Unit-Linked (Life Insurance)
138,0.31752732,0.637023,0.9016722181944259,0.945126631148436,0.5493,0.9391,ACCUMULATION,False,0.281445433056994,9,2,2,Income Conservative Unit-Linked (Life Insurance)
139,0.32076037,0.2675911,0.9052064152724733,0.8379867232406405,0.9143,0.8302,NO_ACTION,False,0.1454620281551068,9,10,NO_ACTION,No Immediate Need
140,0.31752732,0.20047368,0.9016722181944259,0.7228744460983987,0.5493,0.4489,NO_ACTION,False,0.289304066201093,9,2,NO_ACTION,No Immediate Need
141,0.31752732,0.97893685,0.9016722181944259,0.1473689205885189,0.5493,0.2824,ACCUMULATION,False,0.4332945646665753,5,4,4,Balanced High Dividend Mutual Fund
142,0.32076037,0.22642143,0.9052064152724733,0.7717207013082781,0.9143,0.6122,NO_ACTION,False,0.2309621933980412,9,2,NO_ACTION,No Immediate Need
143,0.31752732,0.23375347,0.9016722181944259,0.7844972819059183,0.5493,0.6789,NO_ACTION,False,0.2661676017067719,9,2,NO_ACTION,No Immediate Need
144,0.32076037,0.22950375,0.9052064152724733,0.7771452261793367,0.9143,0.6368,NO_ACTION,False,0.6754200482332332,7,4,NO_ACTION,No Immediate Need
145,0.32076037,0.9769298,0.9052064152724733,0.15834816381974065,0.9143,0.301,ACCUMULATION,False,0.3342447651176982,6,2,2,Income Conservative Unit-Linked (Life Insurance)
146,0.74935746,0.27632332,0.8122949357812944,0.8503925750044157,0.1657,0.8453,INCOME,False,0.1507308988740751,9,10,9,Cautious Allocation Segregated Account
147,0.75088996,0.25930226,0.8098645265870003,0.8256916446968824,0.0753,0.8001,INCOME,False,0.4350077440768175,5,4,5,Balanced Mutual Fund
148,0.31752732,0.98699605,0.9016722181944259,0.10010671906364985,0.5493,0.0047,ACCUMULATION,False,0.3545075231223445,6,2,2,Income Conservative Unit-Linked (Life Insurance)
149,0.74372196,0.20070587,0.8210777811639686,0.7233375924989671,0.2117,0.4501,INCOME,False,0.6740033904148598,7,4,7,Aggressive Flexible Allocation Unit-Linked (Life Insurance)
150,0.31752732,0.97893685,0.9016722181944259,0.1473689205885189,0.5493,0.2824,ACCUMULATION,False,0.2611263699216816,9,2,2,Income Conservative Unit-Linked (Life Insurance)
151,0.31752732,0.23049395,0.9016722181944259,0.7788713723288507,0.5493,0.646,NO_ACTION,False,0.213746136042146,9,10,NO_ACTION,No Immediate Need
152,0.31752732,0.98193085,0.9016722181944259,0.1304576117122675,0.5493,0.1992,ACCUMULATION,False,0.3236734674974965,6,2,2,Income Conservative Unit-Linked (Life Insurance)
153,0.31752732,0.23260312,0.9016722181944259,0.7825215948045987,0.5493,0.6623,NO_ACTION,False,0.4958889244657228,8,4,NO_ACTION,No Immediate Need
154,0.75088996,0.18731487,0.8098645265870003,0.6958204552126664,0.0753,0.3968,INCOME,False,0.1915684627383755,9,10,9,Cautious Allocation Segregated Account
155,0.31752732,0.2125844,0.9016722181944259,0.7463937828186478,0.5493,0.5367,NO_ACTION,False,0.3864584874917015,5,4,NO_ACTION,No Immediate Need
156,0.32076037,0.21227674,0.9052064152724733,0.7458121694110598,0.9143,0.533,NO_ACTION,False,0.1564740723244778,9,10,NO_ACTION,No Immediate Need
157,0.31752732,0.19883214,0.9016722181944259,0.7195862155982544,0.5493,0.436,NO_ACTION,False,0.2191910978418641,9,2,NO_ACTION,No Immediate Need
158,0.31752732,0.25422984,0.9016722181944259,0.8179136920064756,0.5493,0.7741,NO_ACTION,False,0.04710047693861365,9,3,NO_ACTION,No Immediate Need
159,0.31752732,0.5278171,0.9016722181944259,0.9977661625301254,0.5493,0.9888,ACCUMULATION,False,0.1877557920725328,9,10,10,Fixed Income Segregated Account
160,0.75088996,0.19221678,0.8098645265870003,0.7060858347195662,0.0753,0.4112,INCOME,False,0.6413281817435382,1,4,1,Balanced Mutual Fund
161,0.31752732,0.98531634,0.9016722181944259,0.11044604073086524,0.5493,0.0582,ACCUMULATION,False,0.2407285480585139,9,2,2,Income Conservative Unit-Linked (Life Insurance)
162,0.31752732,0.22664468,0.9016722181944259,0.7721162136286044,0.5493,0.6162,NO_ACTION,False,0.1617374916975356,9,10,NO_ACTION,No Immediate Need
163,0.32076037,0.22664468,0.9052064152724733,0.7721162136286044,0.9143,0.6162,NO_ACTION,False,0.3868269308015544,5,4,NO_ACTION,No Immediate Need
164,0.75088996,0.23262239,0.8098645265870003,0.7825547733995719,0.0753,0.6674,INCOME,False,0.1775007745349008,9,10,9,Cautious Allocation Segregated Account
165,0.74372196,0.21396585,0.8210777811639686,0.7489952394393573,0.2117,0.5468,INCOME,False,0.6134288884239619,1,4,1,Balanced Mutual Fund
